image_id,image,split,subset
IDRiD_321,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_321.jpg,train,localization
IDRiD_322,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_322.jpg,train,localization
IDRiD_323,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_323.jpg,train,localization
IDRiD_324,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_324.jpg,train,localization
IDRiD_325,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_325.jpg,train,localization
IDRiD_326,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_326.jpg,train,localization
IDRiD_327,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_327.jpg,train,localization
IDRiD_328,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_328.jpg,train,localization
IDRiD_329,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_329.jpg,train,localization
IDRiD_330,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_330.jpg,train,localization
IDRiD_331,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_331.jpg,train,localization
IDRiD_332,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_332.jpg,train,localization
IDRiD_333,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_333.jpg,train,localization
IDRiD_334,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_334.jpg,train,localization
IDRiD_335,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_335.jpg,train,localization
IDRiD_336,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_336.jpg,train,localization
IDRiD_337,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_337.jpg,train,localization
IDRiD_338,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_338.jpg,train,localization
IDRiD_339,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_339.jpg,train,localization
IDRiD_340,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_340.jpg,train,localization
IDRiD_341,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_341.jpg,train,localization
IDRiD_342,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_342.jpg,train,localization
IDRiD_343,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_343.jpg,train,localization
IDRiD_344,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_344.jpg,train,localization
IDRiD_345,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_345.jpg,train,localization
IDRiD_346,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_346.jpg,train,localization
IDRiD_347,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_347.jpg,train,localization
IDRiD_348,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_348.jpg,train,localization
IDRiD_349,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_349.jpg,train,localization
IDRiD_350,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_350.jpg,train,localization
IDRiD_351,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_351.jpg,train,localization
IDRiD_352,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_352.jpg,train,localization
IDRiD_353,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_353.jpg,train,localization
IDRiD_354,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_354.jpg,train,localization
IDRiD_355,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_355.jpg,train,localization
IDRiD_356,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_356.jpg,train,localization
IDRiD_357,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_357.jpg,train,localization
IDRiD_358,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_358.jpg,train,localization
IDRiD_359,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_359.jpg,train,localization
IDRiD_360,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_360.jpg,train,localization
IDRiD_361,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_361.jpg,train,localization
IDRiD_362,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_362.jpg,train,localization
IDRiD_363,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_363.jpg,train,localization
IDRiD_364,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_364.jpg,train,localization
IDRiD_365,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_365.jpg,train,localization
IDRiD_366,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_366.jpg,train,localization
IDRiD_367,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_367.jpg,train,localization
IDRiD_368,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_368.jpg,train,localization
IDRiD_369,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_369.jpg,train,localization
IDRiD_370,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_370.jpg,train,localization
IDRiD_371,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_371.jpg,train,localization
IDRiD_372,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_372.jpg,train,localization
IDRiD_373,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_373.jpg,train,localization
IDRiD_374,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_374.jpg,train,localization
IDRiD_375,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_375.jpg,train,localization
IDRiD_376,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_376.jpg,train,localization
IDRiD_377,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_377.jpg,train,localization
IDRiD_378,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_378.jpg,train,localization
IDRiD_379,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_379.jpg,train,localization
IDRiD_380,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_380.jpg,train,localization
IDRiD_381,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_381.jpg,train,localization
IDRiD_382,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_382.jpg,train,localization
IDRiD_383,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_383.jpg,train,localization
IDRiD_384,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_384.jpg,train,localization
IDRiD_385,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_385.jpg,train,localization
IDRiD_386,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_386.jpg,train,localization
IDRiD_387,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_387.jpg,train,localization
IDRiD_388,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_388.jpg,train,localization
IDRiD_389,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_389.jpg,train,localization
IDRiD_390,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_390.jpg,train,localization
IDRiD_391,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_391.jpg,train,localization
IDRiD_392,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_392.jpg,train,localization
IDRiD_393,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_393.jpg,train,localization
IDRiD_394,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_394.jpg,train,localization
IDRiD_395,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_395.jpg,train,localization
IDRiD_396,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_396.jpg,train,localization
IDRiD_397,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_397.jpg,train,localization
IDRiD_398,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_398.jpg,train,localization
IDRiD_399,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_399.jpg,train,localization
IDRiD_400,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_400.jpg,train,localization
IDRiD_401,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_401.jpg,train,localization
IDRiD_402,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_402.jpg,train,localization
IDRiD_403,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_403.jpg,train,localization
IDRiD_404,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_404.jpg,train,localization
IDRiD_405,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_405.jpg,train,localization
IDRiD_406,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_406.jpg,train,localization
IDRiD_407,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_407.jpg,train,localization
IDRiD_408,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_408.jpg,train,localization
IDRiD_409,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_409.jpg,train,localization
IDRiD_410,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_410.jpg,train,localization
IDRiD_411,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_411.jpg,train,localization
IDRiD_412,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_412.jpg,train,localization
IDRiD_413,C. Localization/C. Localization/1. Original Images/a. Training Set/IDRiD_413.jpg,train,localization
